ITFGSM Hash Distance, MT-ITFGSM Hash Distance, L2 Distance ITFGSM, L2 Distance MT-ITFGSM,SSIM ITFGSM,SSIM MT-ITFGSM
0.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.787343144416809082e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.740000009536743164e+00,2.670000076293945312e+00,1.000000000000000000e+00,9.822616577148437500e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.859999895095825195e+00,2.859999895095825195e+00,1.000000000000000000e+00,9.874868392944335938e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.710000038146972656e+00,2.630000114440917969e+00,1.000000000000000000e+00,9.698326587677001953e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.059999942779541016e+00,2.920000076293945312e+00,1.000000000000000000e+00,9.720813632011413574e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.230000019073486328e+00,1.000000000000000000e+00,9.846699237823486328e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000047683715820e+00,2.069999933242797852e+00,1.000000000000000000e+00,9.639530777931213379e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.750000000000000000e+00,2.549999952316284180e+00,1.000000000000000000e+00,9.712278842926025391e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000028610229492e+00,2.680000066757202148e+00,1.000000000000000000e+00,9.847916960716247559e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.690000057220458984e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.784014225006103516e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.849999904632568359e+00,1.000000000000000000e+00,9.805464744567871094e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000047683715820e+00,2.630000114440917969e+00,1.000000000000000000e+00,9.846715927124023438e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.930000066757202148e+00,2.839999914169311523e+00,1.000000000000000000e+00,9.785163998603820801e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.509999990463256836e+00,1.000000000000000000e+00,9.832671284675598145e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.880000114440917969e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.792994856834411621e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.680000066757202148e+00,1.000000000000000000e+00,9.817245602607727051e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000057220458984e+00,2.210000038146972656e+00,1.000000000000000000e+00,9.774361252784729004e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.609999895095825195e+00,2.079999923706054688e+00,1.000000000000000000e+00,9.808495044708251953e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.730000019073486328e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.754111170768737793e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.819999933242797852e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.695757031440734863e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.863300323486328125e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.752666354179382324e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000114440917969e+00,2.339999914169311523e+00,1.000000000000000000e+00,9.795162677764892578e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.762862324714660645e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000057220458984e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.702262878417968750e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.869999885559082031e+00,2.730000019073486328e+00,1.000000000000000000e+00,9.717035889625549316e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.660000085830688477e+00,1.000000000000000000e+00,9.861826896667480469e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.779999971389770508e+00,2.250000000000000000e+00,1.000000000000000000e+00,9.870672225952148438e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.670000076293945312e+00,2.710000038146972656e+00,1.000000000000000000e+00,9.635715484619140625e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.599999904632568359e+00,1.000000000000000000e+00,9.692115783691406250e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.579999923706054688e+00,2.549999952316284180e+00,1.000000000000000000e+00,9.758741855621337891e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.539999961853027344e+00,1.000000000000000000e+00,9.866029620170593262e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.829999923706054688e+00,2.359999895095825195e+00,1.000000000000000000e+00,9.795349240303039551e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.970000028610229492e+00,2.950000047683715820e+00,1.000000000000000000e+00,9.802325367927551270e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.910000085830688477e+00,2.930000066757202148e+00,1.000000000000000000e+00,9.845218658447265625e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000057220458984e+00,2.490000009536743164e+00,1.000000000000000000e+00,9.803569912910461426e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.900000095367431641e+00,2.849999904632568359e+00,1.000000000000000000e+00,9.788144230842590332e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.920000076293945312e+00,2.789999961853027344e+00,1.000000000000000000e+00,9.778502583503723145e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.789999961853027344e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.810822010040283203e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.559999942779541016e+00,1.000000000000000000e+00,9.728870987892150879e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.730000019073486328e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.781844615936279297e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.832065701484680176e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.900000095367431641e+00,2.700000047683715820e+00,1.000000000000000000e+00,9.821560382843017578e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000028610229492e+00,2.670000076293945312e+00,1.000000000000000000e+00,9.808344841003417969e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.869999885559082031e+00,1.000000000000000000e+00,9.809147715568542480e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.740000009536743164e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.842278957366943359e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.710000038146972656e+00,2.309999942779541016e+00,1.000000000000000000e+00,9.825072288513183594e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.009999990463256836e+00,2.650000095367431641e+00,1.000000000000000000e+00,9.786844849586486816e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.900000095367431641e+00,2.900000095367431641e+00,1.000000000000000000e+00,9.760947227478027344e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.059999942779541016e+00,3.059999942779541016e+00,1.000000000000000000e+00,9.966829419136047363e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.666004776954650879e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.509999990463256836e+00,2.509999990463256836e+00,1.000000000000000000e+00,9.799011349678039551e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.910000085830688477e+00,2.660000085830688477e+00,1.000000000000000000e+00,9.689866900444030762e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.559999942779541016e+00,1.000000000000000000e+00,9.822006225585937500e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.890000104904174805e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.616605639457702637e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.890000104904174805e+00,2.680000066757202148e+00,1.000000000000000000e+00,9.899362921714782715e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.569999933242797852e+00,1.000000000000000000e+00,9.871767163276672363e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.849999904632568359e+00,2.339999914169311523e+00,1.000000000000000000e+00,9.812431931495666504e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000028610229492e+00,2.539999961853027344e+00,1.000000000000000000e+00,9.787448048591613770e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.740000009536743164e+00,2.789999961853027344e+00,1.000000000000000000e+00,9.873551726341247559e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.640000104904174805e+00,2.519999980926513672e+00,1.000000000000000000e+00,9.811465740203857422e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.730000019073486328e+00,1.000000000000000000e+00,9.665438532829284668e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.019999980926513672e+00,2.460000038146972656e+00,1.000000000000000000e+00,9.851866364479064941e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.920000076293945312e+00,2.859999895095825195e+00,1.000000000000000000e+00,9.883419871330261230e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.789999961853027344e+00,1.000000000000000000e+00,9.721436500549316406e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.859999895095825195e+00,2.789999961853027344e+00,1.000000000000000000e+00,9.799945354461669922e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+00,2.569999933242797852e+00,1.000000000000000000e+00,9.734757542610168457e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+00,2.400000095367431641e+00,1.000000000000000000e+00,9.780786037445068359e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.299999952316284180e+00,1.000000000000000000e+00,9.811846613883972168e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.710000038146972656e+00,2.250000000000000000e+00,1.000000000000000000e+00,9.800062179565429688e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000047683715820e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.741923213005065918e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.950000047683715820e+00,2.730000019073486328e+00,1.000000000000000000e+00,9.851176142692565918e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.869999885559082031e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.750178456306457520e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.642491936683654785e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.819999933242797852e+00,2.390000104904174805e+00,1.000000000000000000e+00,9.845199584960937500e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000114440917969e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.817332625389099121e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.990000009536743164e+00,2.799999952316284180e+00,1.000000000000000000e+00,9.694223999977111816e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.780473709106445312e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.910000085830688477e+00,2.940000057220458984e+00,1.000000000000000000e+00,9.822960495948791504e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.849999904632568359e+00,2.859999895095825195e+00,1.000000000000000000e+00,9.891350269317626953e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.250000000000000000e+00,1.000000000000000000e+00,9.815472960472106934e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.830150604248046875e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.848137497901916504e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.890000104904174805e+00,2.710000038146972656e+00,1.000000000000000000e+00,9.707415699958801270e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.980000019073486328e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.796421527862548828e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.799999952316284180e+00,1.000000000000000000e+00,9.826459288597106934e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.758607745170593262e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.910000085830688477e+00,2.210000038146972656e+00,1.000000000000000000e+00,9.855760931968688965e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.782890677452087402e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.940000057220458984e+00,1.000000000000000000e+00,9.853820204734802246e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.839999914169311523e+00,1.000000000000000000e+00,9.812814593315124512e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.920000076293945312e+00,2.309999942779541016e+00,1.000000000000000000e+00,9.651529788970947266e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.819999933242797852e+00,2.609999895095825195e+00,1.000000000000000000e+00,9.825364947319030762e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.559999942779541016e+00,1.000000000000000000e+00,9.827232956886291504e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.779166579246520996e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000057220458984e+00,2.700000047683715820e+00,1.000000000000000000e+00,9.798830151557922363e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.789999961853027344e+00,1.000000000000000000e+00,9.774702191352844238e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.019999980926513672e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.766860604286193848e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.990000009536743164e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.818716049194335938e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.670000076293945312e+00,2.630000114440917969e+00,1.000000000000000000e+00,9.759492278099060059e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.849999904632568359e+00,2.730000019073486328e+00,1.000000000000000000e+00,9.777824878692626953e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000028610229492e+00,2.630000114440917969e+00,1.000000000000000000e+00,9.874958992004394531e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.730000019073486328e+00,2.589999914169311523e+00,1.000000000000000000e+00,9.853295683860778809e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.769999980926513672e+00,1.000000000000000000e+00,9.773199558258056641e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.798713326454162598e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.914596080780029297e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.980000019073486328e+00,3.009999990463256836e+00,1.000000000000000000e+00,9.724218845367431641e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.940000057220458984e+00,2.769999980926513672e+00,1.000000000000000000e+00,9.790833592414855957e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.460000038146972656e+00,1.000000000000000000e+00,9.846243858337402344e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.799999952316284180e+00,1.000000000000000000e+00,9.784438014030456543e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.787521958351135254e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.670000076293945312e+00,2.569999933242797852e+00,1.000000000000000000e+00,9.722675681114196777e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.579999923706054688e+00,2.470000028610229492e+00,1.000000000000000000e+00,9.831393361091613770e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.960000038146972656e+00,2.910000085830688477e+00,1.000000000000000000e+00,9.841702580451965332e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.910000085830688477e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.736902713775634766e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.630000114440917969e+00,2.470000028610229492e+00,1.000000000000000000e+00,9.814507961273193359e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.880966544151306152e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.859999895095825195e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.822885394096374512e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.990000009536743164e+00,2.960000038146972656e+00,1.000000000000000000e+00,9.751086831092834473e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.750000000000000000e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.719673991203308105e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.519999980926513672e+00,1.000000000000000000e+00,9.455258250236511230e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.849999904632568359e+00,2.769999980926513672e+00,1.000000000000000000e+00,9.846549034118652344e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.870007634162902832e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.682251811027526855e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.660000085830688477e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.866616129875183105e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.789999961853027344e+00,2.420000076293945312e+00,1.000000000000000000e+00,9.837355613708496094e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.799999952316284180e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.896209239959716797e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.970000028610229492e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.912753701210021973e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.720000028610229492e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.527449607849121094e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000114440917969e+00,2.700000047683715820e+00,1.000000000000000000e+00,9.749392867088317871e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.789999961853027344e+00,2.609999895095825195e+00,1.000000000000000000e+00,9.768549799919128418e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.729123115539550781e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.920000076293945312e+00,2.930000066757202148e+00,1.000000000000000000e+00,9.805365204811096191e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.769999980926513672e+00,1.000000000000000000e+00,9.939845204353332520e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.819999933242797852e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.919367432594299316e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.849999904632568359e+00,2.799999952316284180e+00,1.000000000000000000e+00,9.792952537536621094e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.700000047683715820e+00,1.000000000000000000e+00,9.814146161079406738e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.569999933242797852e+00,1.000000000000000000e+00,9.729372859001159668e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.710000038146972656e+00,2.650000095367431641e+00,1.000000000000000000e+00,9.792897701263427734e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.859999895095825195e+00,2.859999895095825195e+00,1.000000000000000000e+00,9.861617684364318848e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.039999961853027344e+00,3.009999990463256836e+00,1.000000000000000000e+00,9.914764761924743652e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.690000057220458984e+00,2.599999904632568359e+00,1.000000000000000000e+00,9.849671721458435059e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.720000028610229492e+00,1.000000000000000000e+00,9.819009304046630859e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.691936969757080078e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.960000038146972656e+00,2.730000019073486328e+00,1.000000000000000000e+00,9.783439636230468750e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.730000019073486328e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.686608910560607910e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.660000085830688477e+00,1.000000000000000000e+00,9.811096191406250000e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.700000047683715820e+00,2.599999904632568359e+00,1.000000000000000000e+00,9.717717170715332031e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.599999904632568359e+00,2.509999990463256836e+00,1.000000000000000000e+00,9.891045093536376953e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.710000038146972656e+00,1.000000000000000000e+00,9.598651528358459473e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.750000000000000000e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.771469235420227051e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.650000095367431641e+00,2.579999923706054688e+00,1.000000000000000000e+00,9.829988479614257812e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.720000028610229492e+00,2.640000104904174805e+00,1.000000000000000000e+00,9.811515808105468750e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.400000095367431641e+00,1.000000000000000000e+00,9.823979735374450684e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.859999895095825195e+00,2.319999933242797852e+00,1.000000000000000000e+00,9.806118011474609375e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.589999914169311523e+00,2.549999952316284180e+00,1.000000000000000000e+00,9.732644557952880859e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.900000095367431641e+00,2.299999952316284180e+00,1.000000000000000000e+00,9.855224490165710449e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.815022349357604980e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.590980410575866699e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.740000009536743164e+00,2.710000038146972656e+00,1.000000000000000000e+00,9.808413386344909668e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.650000095367431641e+00,1.000000000000000000e+00,9.834423661231994629e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.680000066757202148e+00,1.000000000000000000e+00,9.880723953247070312e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.690000057220458984e+00,2.109999895095825195e+00,1.000000000000000000e+00,9.858725070953369141e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.640000104904174805e+00,2.569999933242797852e+00,1.000000000000000000e+00,9.682250618934631348e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.869999885559082031e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.594073891639709473e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.940000057220458984e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.839629530906677246e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.890000104904174805e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.764336943626403809e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.829999923706054688e+00,2.670000076293945312e+00,1.000000000000000000e+00,9.859611988067626953e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.869999885559082031e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.669707417488098145e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.789999961853027344e+00,2.750000000000000000e+00,1.000000000000000000e+00,9.663472175598144531e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.920000076293945312e+00,2.380000114440917969e+00,1.000000000000000000e+00,9.842009544372558594e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.869999885559082031e+00,2.809999942779541016e+00,1.000000000000000000e+00,9.769713282585144043e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.869999885559082031e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.855545163154602051e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.759999990463256836e+00,2.740000009536743164e+00,1.000000000000000000e+00,9.799035191535949707e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.779999971389770508e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.703080058097839355e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.910000085830688477e+00,2.769999980926513672e+00,1.000000000000000000e+00,9.803476333618164062e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.751682877540588379e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.779999971389770508e+00,2.759999990463256836e+00,1.000000000000000000e+00,9.770233035087585449e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.839999914169311523e+00,2.650000095367431641e+00,1.000000000000000000e+00,9.878688454627990723e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.930000066757202148e+00,2.710000038146972656e+00,1.000000000000000000e+00,9.758839607238769531e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.859999895095825195e+00,2.829999923706054688e+00,1.000000000000000000e+00,9.933918118476867676e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.940000057220458984e+00,2.670000076293945312e+00,1.000000000000000000e+00,9.622989296913146973e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.799999952316284180e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.738955497741699219e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.789999961853027344e+00,2.609999895095825195e+00,1.000000000000000000e+00,9.787099361419677734e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.819999933242797852e+00,2.529999971389770508e+00,1.000000000000000000e+00,9.896848797798156738e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000114440917969e+00,2.390000104904174805e+00,1.000000000000000000e+00,9.831447601318359375e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.049999952316284180e+00,2.190000057220458984e+00,1.000000000000000000e+00,9.776017665863037109e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.769999980926513672e+00,2.779999971389770508e+00,1.000000000000000000e+00,9.833875298500061035e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.750000000000000000e+00,2.690000057220458984e+00,1.000000000000000000e+00,9.641851782798767090e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.970000028610229492e+00,2.890000104904174805e+00,1.000000000000000000e+00,9.867776036262512207e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.650000095367431641e+00,1.000000000000000000e+00,9.804915785789489746e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.809999942779541016e+00,2.619999885559082031e+00,1.000000000000000000e+00,9.824712872505187988e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.880000114440917969e+00,2.579999923706054688e+00,1.000000000000000000e+00,9.809013009071350098e-01
