CNN ITFGSM Accuracy, CNN ITFGSM Hamming Loss, CNN MT-IFGSM Accuracy, CNN MT-IFGSM Hamming Loss, RESNET ITFGSM Accuracy, RESNET ITFGSM Hamming Loss, RESNET MT-IFGSM Accuracy, RESNET MT-IFGSM Hamming Loss, ViT ITFGSM Accuracy, ViT ITFGSM Hamming Loss, ViT MT-IFGSM Accuracy, ViT MT-IFGSM Hamming Loss
0.0000,0.2129,0.0010,0.1993,0.0000,0.2149,0.0020,0.1896,0.5810,0.0691,0.5810,0.0691
