ITFGSM Hash Distance, MT-IFGSM Hash Distance, L2 Distance IFGSM, L2 Distance MT-IFGSM, SSIM ITFGSM, SSIM MT-IFGSM
2.000000000000000000e+00,0.000000000000000000e+00,2.069999933242797852e+00,1.210000038146972656e+00,9.857150912284851074e-01,9.942671656608581543e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.320000052452087402e+00,9.880817532539367676e-01,9.942168593406677246e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.009999990463256836e+00,1.259999990463256836e+00,9.869250655174255371e-01,9.941995143890380859e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.089999914169311523e+00,1.220000028610229492e+00,9.889802336692810059e-01,9.953573346138000488e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.360000014305114746e+00,9.852177500724792480e-01,9.930933117866516113e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.099999904632568359e+00,1.179999947547912598e+00,9.830759167671203613e-01,9.941136837005615234e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.259999990463256836e+00,1.500000000000000000e+00,9.888517260551452637e-01,9.948923587799072266e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.039999961853027344e+00,1.960000038146972656e+00,9.837766289710998535e-01,9.849309325218200684e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.850000023841857910e+00,1.210000038146972656e+00,9.825508594512939453e-01,9.916144013404846191e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.420000076293945312e+00,1.190000057220458984e+00,9.867517352104187012e-01,9.961541295051574707e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.240000009536743164e+00,9.883493781089782715e-01,9.945635795593261719e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.069999933242797852e+00,1.350000023841857910e+00,9.880020022392272949e-01,9.939091801643371582e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.769999980926513672e+00,9.834980964660644531e-01,9.869086146354675293e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.950000047683715820e+00,1.399999976158142090e+00,9.871287941932678223e-01,9.927396774291992188e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000028610229492e+00,1.279999971389770508e+00,9.866535663604736328e-01,9.948976635932922363e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.269999980926513672e+00,1.460000038146972656e+00,9.856111407279968262e-01,9.936110377311706543e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.069999933242797852e+00,1.320000052452087402e+00,9.897832870483398438e-01,9.953360557556152344e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.230000019073486328e+00,9.844748973846435547e-01,9.934847354888916016e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.029999971389770508e+00,1.269999980926513672e+00,9.874170422554016113e-01,9.937531948089599609e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.250000000000000000e+00,1.200000047683715820e+00,9.836907982826232910e-01,9.947950839996337891e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.850000023841857910e+00,1.320000052452087402e+00,9.856464266777038574e-01,9.922566413879394531e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.019999980926513672e+00,1.450000047683715820e+00,9.833006262779235840e-01,9.894942641258239746e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.429999947547912598e+00,9.869409203529357910e-01,9.928466677665710449e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.160000085830688477e+00,1.210000038146972656e+00,9.892004132270812988e-01,9.960269927978515625e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.319999933242797852e+00,1.179999947547912598e+00,9.887606501579284668e-01,9.963886737823486328e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.909999966621398926e+00,1.250000000000000000e+00,9.884317517280578613e-01,9.945456385612487793e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.940000057220458984e+00,1.289999961853027344e+00,9.874932169914245605e-01,9.938178062438964844e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.339999914169311523e+00,1.210000038146972656e+00,9.875947833061218262e-01,9.962276816368103027e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.009999990463256836e+00,1.419999957084655762e+00,9.892243742942810059e-01,9.942310452461242676e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.899999976158142090e+00,1.289999961853027344e+00,9.847566485404968262e-01,9.920945763587951660e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.029999971389770508e+00,1.559999942779541016e+00,9.903569221496582031e-01,9.941195845603942871e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.190000057220458984e+00,1.779999971389770508e+00,9.866314530372619629e-01,9.910474419593811035e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.929999947547912598e+00,1.230000019073486328e+00,9.871766567230224609e-01,9.939787983894348145e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.079999923706054688e+00,1.179999947547912598e+00,9.846639633178710938e-01,9.943409562110900879e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.130000114440917969e+00,1.220000028610229492e+00,9.878074526786804199e-01,9.955651164054870605e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000038146972656e+00,1.320000052452087402e+00,9.864618778228759766e-01,9.932464957237243652e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+00,1.360000014305114746e+00,9.864253997802734375e-01,9.944519400596618652e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.140000104904174805e+00,1.580000042915344238e+00,9.881727099418640137e-01,9.932674765586853027e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.380000114440917969e+00,1.169999957084655762e+00,9.859207272529602051e-01,9.960966706275939941e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.279999971389770508e+00,1.370000004768371582e+00,9.891433715820312500e-01,9.958609938621520996e-01
2.000000000000000000e+00,0.000000000000000000e+00,1.789999961853027344e+00,1.259999990463256836e+00,9.870428442955017090e-01,9.927010536193847656e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.299999952316284180e+00,9.896388053894042969e-01,9.953610897064208984e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.390000104904174805e+00,1.139999985694885254e+00,9.837329387664794922e-01,9.958872795104980469e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.059999942779541016e+00,1.399999976158142090e+00,9.862658381462097168e-01,9.934288859367370605e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.450000047683715820e+00,1.179999947547912598e+00,9.850896000862121582e-01,9.960549473762512207e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.169999957084655762e+00,9.881250858306884766e-01,9.956548213958740234e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000028610229492e+00,1.320000052452087402e+00,9.861156344413757324e-01,9.945893287658691406e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.109999895095825195e+00,1.840000033378601074e+00,9.870231151580810547e-01,9.898488521575927734e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000038146972656e+00,1.590000033378601074e+00,9.853630065917968750e-01,9.899534583091735840e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.480000019073486328e+00,1.149999976158142090e+00,9.860110282897949219e-01,9.967659115791320801e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.089999914169311523e+00,1.179999947547912598e+00,9.878900051116943359e-01,9.954194426536560059e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.240000009536743164e+00,1.620000004768371582e+00,9.881315827369689941e-01,9.935102462768554688e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.200000047683715820e+00,9.890789389610290527e-01,9.955663681030273438e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.369999885559082031e+00,1.179999947547912598e+00,9.857971668243408203e-01,9.958863854408264160e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.109999895095825195e+00,1.429999947547912598e+00,9.893475174903869629e-01,9.947743415832519531e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000095367431641e+00,1.279999971389770508e+00,9.876906871795654297e-01,9.951187968254089355e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.159999966621398926e+00,9.838116765022277832e-01,9.942462444305419922e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.059999942779541016e+00,1.259999990463256836e+00,9.829041957855224609e-01,9.925624728202819824e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.350000023841857910e+00,9.880609512329101562e-01,9.946770668029785156e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.390000104904174805e+00,1.129999995231628418e+00,9.866349697113037109e-01,9.963055253028869629e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.509999990463256836e+00,2.480000019073486328e+00,9.866919517517089844e-01,9.869849085807800293e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.200000047683715820e+00,1.330000042915344238e+00,9.886298179626464844e-01,9.954443573951721191e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.359999895095825195e+00,1.240000009536743164e+00,9.857106208801269531e-01,9.954283833503723145e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000095367431641e+00,1.129999995231628418e+00,9.844825267791748047e-01,9.948379397392272949e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.039999961853027344e+00,1.360000014305114746e+00,9.865157008171081543e-01,9.930827021598815918e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.740000009536743164e+00,9.876686930656433105e-01,9.916664958000183105e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.460000038146972656e+00,9.861910939216613770e-01,9.931485056877136230e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.870000004768371582e+00,1.279999971389770508e+00,9.864244461059570312e-01,9.928057789802551270e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.029999971389770508e+00,1.669999957084655762e+00,9.853045344352722168e-01,9.898408055305480957e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.319999933242797852e+00,1.210000038146972656e+00,9.852439761161804199e-01,9.951841235160827637e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.259999990463256836e+00,1.149999976158142090e+00,9.854657053947448730e-01,9.955456256866455078e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.049999952316284180e+00,1.289999961853027344e+00,9.889215826988220215e-01,9.950323104858398438e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.389999985694885254e+00,9.871988296508789062e-01,9.940375685691833496e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.110000014305114746e+00,9.862887263298034668e-01,9.958488345146179199e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.289999961853027344e+00,1.210000038146972656e+00,9.816792011260986328e-01,9.941242337226867676e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.940000057220458984e+00,1.470000028610229492e+00,9.861412644386291504e-01,9.915063977241516113e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.840000033378601074e+00,1.289999961853027344e+00,9.881361126899719238e-01,9.936015009880065918e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.289999961853027344e+00,1.320000052452087402e+00,9.868425726890563965e-01,9.951062798500061035e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.079999923706054688e+00,1.259999990463256836e+00,9.873768687248229980e-01,9.950432181358337402e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.279999971389770508e+00,1.519999980926513672e+00,9.859614968299865723e-01,9.934148788452148438e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000038146972656e+00,1.169999957084655762e+00,9.853918552398681641e-01,9.939064979553222656e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.419999957084655762e+00,9.884502291679382324e-01,9.946833252906799316e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.210000038146972656e+00,1.309999942779541016e+00,9.881018996238708496e-01,9.952954649925231934e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.159999966621398926e+00,9.815600514411926270e-01,9.930240511894226074e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.210000038146972656e+00,2.140000104904174805e+00,9.825081229209899902e-01,9.836652874946594238e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.289999961853027344e+00,2.269999980926513672e+00,9.850950837135314941e-01,9.850144982337951660e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.909999966621398926e+00,1.360000014305114746e+00,9.869354367256164551e-01,9.930054545402526855e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.289999961853027344e+00,9.884014129638671875e-01,9.953764081001281738e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.490000009536743164e+00,9.881472587585449219e-01,9.939751625061035156e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.049999952316284180e+00,1.559999942779541016e+00,9.869887232780456543e-01,9.917917847633361816e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.350000023841857910e+00,9.781598448753356934e-01,9.883930087089538574e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.379999995231628418e+00,9.891012310981750488e-01,9.953144192695617676e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.009999990463256836e+00,1.149999976158142090e+00,9.821082949638366699e-01,9.934044480323791504e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.059999942779541016e+00,1.309999942779541016e+00,9.874537587165832520e-01,9.939975142478942871e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.369999885559082031e+00,1.139999985694885254e+00,9.855194091796875000e-01,9.964482188224792480e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.289999961853027344e+00,9.890821576118469238e-01,9.956359267234802246e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.099999904632568359e+00,1.370000004768371582e+00,9.894378781318664551e-01,9.949560165405273438e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.240000009536743164e+00,1.309999942779541016e+00,9.849818348884582520e-01,9.944329857826232910e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.889999985694885254e+00,1.309999942779541016e+00,9.868874549865722656e-01,9.933686256408691406e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000038146972656e+00,1.409999966621398926e+00,9.876780509948730469e-01,9.930986762046813965e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.100000023841857910e+00,9.865968227386474609e-01,9.958381652832031250e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.230000019073486328e+00,1.129999995231628418e+00,9.802276492118835449e-01,9.936569333076477051e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.860000014305114746e+00,9.842794537544250488e-01,9.877724051475524902e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.419999957084655762e+00,9.889709353446960449e-01,9.940496087074279785e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.960000038146972656e+00,1.179999947547912598e+00,9.843476414680480957e-01,9.934250712394714355e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.990000009536743164e+00,1.139999985694885254e+00,9.871733784675598145e-01,9.950976967811584473e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.190000057220458984e+00,1.450000047683715820e+00,9.903808236122131348e-01,9.953279495239257812e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000028610229492e+00,1.309999942779541016e+00,9.840373396873474121e-01,9.938487410545349121e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.879999995231628418e+00,1.279999971389770508e+00,9.884867668151855469e-01,9.936466217041015625e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.049999952316284180e+00,1.440000057220458984e+00,9.868819713592529297e-01,9.929049015045166016e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.279999971389770508e+00,1.149999976158142090e+00,9.859824180603027344e-01,9.959760308265686035e-01
2.000000000000000000e+00,2.000000000000000000e+00,2.130000114440917969e+00,1.320000052452087402e+00,9.874688982963562012e-01,9.945483207702636719e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.360000014305114746e+00,9.890894889831542969e-01,9.948398470878601074e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.389999985694885254e+00,9.842111468315124512e-01,9.926770329475402832e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.099999904632568359e+00,1.340000033378601074e+00,9.879984259605407715e-01,9.946880340576171875e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.340000033378601074e+00,9.896745681762695312e-01,9.956837296485900879e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.420000076293945312e+00,1.460000038146972656e+00,9.830242991447448730e-01,9.927834868431091309e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.700000047683715820e+00,9.895146489143371582e-01,9.934663772583007812e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.299999952316284180e+00,2.269999980926513672e+00,9.845460057258605957e-01,9.847755432128906250e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.230000019073486328e+00,1.480000019073486328e+00,9.886050224304199219e-01,9.947666525840759277e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.299999952316284180e+00,9.878058433532714844e-01,9.950019717216491699e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.089999914169311523e+00,1.379999995231628418e+00,9.852259755134582520e-01,9.931313395500183105e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.950000047683715820e+00,1.289999961853027344e+00,9.857101440429687500e-01,9.933335781097412109e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.279999971389770508e+00,9.852094054222106934e-01,9.944966435432434082e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000095367431641e+00,1.340000033378601074e+00,9.872403144836425781e-01,9.946861267089843750e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.970000028610229492e+00,1.259999990463256836e+00,9.900202751159667969e-01,9.954783320426940918e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.909999966621398926e+00,1.269999980926513672e+00,9.858328700065612793e-01,9.932850003242492676e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000028610229492e+00,1.080000042915344238e+00,9.880205988883972168e-01,9.966043829917907715e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.450000047683715820e+00,1.149999976158142090e+00,9.848165512084960938e-01,9.960117340087890625e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.909999966621398926e+00,1.129999995231628418e+00,9.852707982063293457e-01,9.940906167030334473e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.610000014305114746e+00,9.853842258453369141e-01,9.921777248382568359e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.889999985694885254e+00,1.309999942779541016e+00,9.878799319267272949e-01,9.936175346374511719e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.149999976158142090e+00,9.873470664024353027e-01,9.956447482109069824e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.099999904632568359e+00,1.309999942779541016e+00,9.854688048362731934e-01,9.936551451683044434e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.370000004768371582e+00,9.865427613258361816e-01,9.939665794372558594e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.759999990463256836e+00,1.100000023841857910e+00,9.856717586517333984e-01,9.937180876731872559e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.240000009536743164e+00,9.833517670631408691e-01,9.936971068382263184e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.990000009536743164e+00,1.659999966621398926e+00,9.860531687736511230e-01,9.902887940406799316e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.840000033378601074e+00,1.149999976158142090e+00,9.851085543632507324e-01,9.933015704154968262e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.220000028610229492e+00,1.120000004768371582e+00,9.858830571174621582e-01,9.959867596626281738e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.109999895095825195e+00,1.110000014305114746e+00,9.830293059349060059e-01,9.940690994262695312e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.710000038146972656e+00,1.269999980926513672e+00,9.866620898246765137e-01,9.918802380561828613e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.230000019073486328e+00,9.832037091255187988e-01,9.937893748283386230e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.899999976158142090e+00,1.220000028610229492e+00,9.869257807731628418e-01,9.935377240180969238e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.769999980926513672e+00,9.894194602966308594e-01,9.924733042716979980e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+00,1.250000000000000000e+00,9.862243533134460449e-01,9.950969815254211426e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.960000038146972656e+00,1.259999990463256836e+00,9.874162673950195312e-01,9.939901232719421387e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.240000009536743164e+00,1.100000023841857910e+00,9.880760312080383301e-01,9.962253570556640625e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.259999990463256836e+00,9.866046309471130371e-01,9.943054318428039551e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.109999895095825195e+00,1.110000014305114746e+00,9.829566478729248047e-01,9.945899844169616699e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.929999947547912598e+00,1.220000028610229492e+00,9.864159226417541504e-01,9.938066601753234863e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.009999990463256836e+00,1.379999995231628418e+00,9.841773509979248047e-01,9.918587803840637207e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.230000019073486328e+00,1.110000014305114746e+00,9.830862879753112793e-01,9.950296282768249512e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.200000047683715820e+00,1.120000004768371582e+00,9.859035015106201172e-01,9.954519867897033691e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.099999904632568359e+00,1.259999990463256836e+00,9.847040176391601562e-01,9.942277073860168457e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.089999914169311523e+00,1.149999976158142090e+00,9.824479222297668457e-01,9.942020773887634277e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.990000009536743164e+00,1.250000000000000000e+00,9.868990778923034668e-01,9.938976764678955078e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.160000085830688477e+00,1.389999985694885254e+00,9.857612252235412598e-01,9.936854243278503418e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.079999923706054688e+00,1.179999947547912598e+00,9.889808297157287598e-01,9.956119656562805176e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.990000009536743164e+00,1.120000004768371582e+00,9.826321005821228027e-01,9.935730099678039551e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.200000047683715820e+00,9.884064793586730957e-01,9.958345293998718262e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000095367431641e+00,1.259999990463256836e+00,9.884524941444396973e-01,9.951526522636413574e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.150000095367431641e+00,1.320000052452087402e+00,9.862751364707946777e-01,9.942322373390197754e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.029999971389770508e+00,1.330000042915344238e+00,9.869378209114074707e-01,9.937770962715148926e-01
2.000000000000000000e+00,0.000000000000000000e+00,2.480000019073486328e+00,1.230000019073486328e+00,9.864546656608581543e-01,9.963490366935729980e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.769999980926513672e+00,1.389999985694885254e+00,9.865599274635314941e-01,9.910464286804199219e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.970000028610229492e+00,1.129999995231628418e+00,9.860165119171142578e-01,9.944800734519958496e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.950000047683715820e+00,1.169999957084655762e+00,9.878397583961486816e-01,9.948696494102478027e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.200000047683715820e+00,1.370000004768371582e+00,9.885999560356140137e-01,9.952116012573242188e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.190000057220458984e+00,9.880461096763610840e-01,9.956271648406982422e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+00,1.259999990463256836e+00,9.871058464050292969e-01,9.955379366874694824e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.889999985694885254e+00,1.320000052452087402e+00,9.860791563987731934e-01,9.923815131187438965e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.269999980926513672e+00,9.888672828674316406e-01,9.953544735908508301e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.140000104904174805e+00,1.320000052452087402e+00,9.870436191558837891e-01,9.943888783454895020e-01
0.000000000000000000e+00,2.000000000000000000e+00,1.960000038146972656e+00,1.190000057220458984e+00,9.850100874900817871e-01,9.939525723457336426e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.339999914169311523e+00,1.490000009536743164e+00,9.875984191894531250e-01,9.943439364433288574e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.089999914169311523e+00,1.289999961853027344e+00,9.872404932975769043e-01,9.947283864021301270e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.119999885559082031e+00,1.330000042915344238e+00,9.889576435089111328e-01,9.952484965324401855e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.870000004768371582e+00,1.269999980926513672e+00,9.839982986450195312e-01,9.921385645866394043e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.160000085830688477e+00,1.230000019073486328e+00,9.878641963005065918e-01,9.954875111579895020e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.359999895095825195e+00,1.250000000000000000e+00,9.847486019134521484e-01,9.951322674751281738e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.180000066757202148e+00,1.190000057220458984e+00,9.872667193412780762e-01,9.957211613655090332e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.049999952316284180e+00,1.269999980926513672e+00,9.877517223358154297e-01,9.945861697196960449e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.200000047683715820e+00,1.269999980926513672e+00,9.887642264366149902e-01,9.959123730659484863e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.919999957084655762e+00,1.330000042915344238e+00,9.878284335136413574e-01,9.935225844383239746e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.369999885559082031e+00,1.490000009536743164e+00,9.767429232597351074e-01,9.874856472015380859e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.980000019073486328e+00,1.360000014305114746e+00,9.858283996582031250e-01,9.925749301910400391e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.130000114440917969e+00,1.519999980926513672e+00,9.849798083305358887e-01,9.920032620429992676e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.380000114440917969e+00,2.319999933242797852e+00,9.857709407806396484e-01,9.862265586853027344e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.019999980926513672e+00,1.289999961853027344e+00,9.795554280281066895e-01,9.906638264656066895e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.779999971389770508e+00,1.429999947547912598e+00,9.864270091056823730e-01,9.908881187438964844e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.029999971389770508e+00,1.389999985694885254e+00,9.883024692535400391e-01,9.942299723625183105e-01
0.000000000000000000e+00,2.000000000000000000e+00,2.200000047683715820e+00,1.759999990463256836e+00,9.861769080162048340e-01,9.907862544059753418e-01
