ITFGSM Hash Distance, MT-IFGSM Hash Distance, L2 Distance ITFGSM, L2 Distance MT-IFGSM, SSIM ITFGSM, SSIM MT-IFGSM
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.699341654777526855e-01,9.696034789085388184e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.507114887237548828e-01,9.501862525939941406e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.671300053596496582e-01,9.667587876319885254e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.548791050910949707e-01,9.448894858360290527e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.750000000000000000e+00,3.759999990463256836e+00,9.545555710792541504e-01,9.530715942382812500e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.551641345024108887e-01,9.581727981567382812e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.547869563102722168e-01,9.534723758697509766e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.626173973083496094e-01,9.628860354423522949e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.481720924377441406e-01,9.505847096443176270e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.538664221763610840e-01,9.383963942527770996e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.696893095970153809e-01,9.696256518363952637e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.398181438446044922e-01,9.484538435935974121e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.859999895095825195e+00,9.263787865638732910e-01,9.214366078376770020e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.819999933242797852e+00,9.630997180938720703e-01,9.657872319221496582e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.789999961853027344e+00,9.590802788734436035e-01,9.575810432434082031e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.585396647453308105e-01,9.578807950019836426e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.419141411781311035e-01,9.464328289031982422e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.485991597175598145e-01,9.507053494453430176e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.602012634277343750e-01,9.593389630317687988e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.609603881835937500e-01,9.602590203285217285e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.665174484252929688e-01,9.655569195747375488e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.407433867454528809e-01,9.412484169006347656e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.849999904632568359e+00,9.530312418937683105e-01,9.521767497062683105e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.532774090766906738e-01,9.517843127250671387e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.451184868812561035e-01,9.448511004447937012e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.397041797637939453e-01,9.383437633514404297e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.467756152153015137e-01,9.529321789741516113e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.607993960380554199e-01,9.629244804382324219e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.711787700653076172e-01,9.710436463356018066e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.570570588111877441e-01,9.560341835021972656e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.548298716545104980e-01,9.546096324920654297e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.634763598442077637e-01,9.669695496559143066e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.789999961853027344e+00,9.660298228263854980e-01,9.659561514854431152e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.441704750061035156e-01,9.440984129905700684e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.688635468482971191e-01,9.685713648796081543e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.622907638549804688e-01,9.615072607994079590e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.521945118904113770e-01,9.517436623573303223e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.415951371192932129e-01,9.459440708160400391e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.799999952316284180e+00,3.799999952316284180e+00,9.653704762458801270e-01,9.645897746086120605e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.497664570808410645e-01,9.489305615425109863e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779999971389770508e+00,3.779999971389770508e+00,9.668632149696350098e-01,9.668348431587219238e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.654052257537841797e-01,9.660530090332031250e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.591555595397949219e-01,9.634883999824523926e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.724676012992858887e-01,9.721922278404235840e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.440720677375793457e-01,9.425627589225769043e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.649648666381835938e-01,9.640925526618957520e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.789999961853027344e+00,9.651038050651550293e-01,9.593235850334167480e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.819999933242797852e+00,3.779999971389770508e+00,9.530535340309143066e-01,9.597565531730651855e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.799999952316284180e+00,9.628557562828063965e-01,9.612788558006286621e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.619204401969909668e-01,9.613094329833984375e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.789999961853027344e+00,9.598190784454345703e-01,9.623157382011413574e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.598453640937805176e-01,9.590548872947692871e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.475791454315185547e-01,9.462288022041320801e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.643948674201965332e-01,9.675378799438476562e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.604611396789550781e-01,9.596235752105712891e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.684143066406250000e-01,9.683265686035156250e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.664857387542724609e-01,9.656780362129211426e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.585878252983093262e-01,9.620056152343750000e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.630090594291687012e-01,9.625762104988098145e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.849999904632568359e+00,9.627830982208251953e-01,9.616913795471191406e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.859999895095825195e+00,9.524367451667785645e-01,9.423909187316894531e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.710000038146972656e+00,3.710000038146972656e+00,9.473857283592224121e-01,9.484612345695495605e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.809999942779541016e+00,3.819999933242797852e+00,9.645212292671203613e-01,9.642145633697509766e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.839999914169311523e+00,9.621055722236633301e-01,9.645714759826660156e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.706422686576843262e-01,9.711799025535583496e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.658100605010986328e-01,9.654502272605895996e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.622919559478759766e-01,9.639286398887634277e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.819999933242797852e+00,9.451613426208496094e-01,9.485053420066833496e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.456704258918762207e-01,9.455224871635437012e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.839999914169311523e+00,9.657938480377197266e-01,9.656200408935546875e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.799999952316284180e+00,3.799999952316284180e+00,9.605404734611511230e-01,9.603584408760070801e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.493039250373840332e-01,9.488542675971984863e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.512764811515808105e-01,9.500582814216613770e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.849999904632568359e+00,9.569635391235351562e-01,9.582712054252624512e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.626934528350830078e-01,9.546425342559814453e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.620555043220520020e-01,9.620093703269958496e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.603903889656066895e-01,9.598124623298645020e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.553461074829101562e-01,9.561308026313781738e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.557810425758361816e-01,9.478998184204101562e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.506900310516357422e-01,9.505286216735839844e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.536432623863220215e-01,9.526915550231933594e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.789999961853027344e+00,9.651581645011901855e-01,9.648523330688476562e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.618156552314758301e-01,9.616971015930175781e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.819999933242797852e+00,3.829999923706054688e+00,9.584598541259765625e-01,9.604957699775695801e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.849999904632568359e+00,9.408335685729980469e-01,9.411579966545104980e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.674265384674072266e-01,9.675198197364807129e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.667236208915710449e-01,9.659391045570373535e-01
4.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.355233311653137207e-01,9.341828823089599609e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.839999914169311523e+00,9.459066390991210938e-01,9.520614147186279297e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.829999923706054688e+00,9.555272459983825684e-01,9.588654041290283203e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.542608261108398438e-01,9.525917172431945801e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.646626114845275879e-01,9.636900424957275391e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.598197937011718750e-01,9.618120789527893066e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.537637829780578613e-01,9.531633853912353516e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.640000104904174805e+00,3.660000085830688477e+00,9.460858702659606934e-01,9.405311942100524902e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.829999923706054688e+00,9.700846076011657715e-01,9.663255214691162109e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.322271347045898438e-01,9.334763884544372559e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.839999914169311523e+00,9.601743221282958984e-01,9.606547951698303223e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.849999904632568359e+00,9.601721763610839844e-01,9.622740149497985840e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.670088291168212891e-01,9.665318131446838379e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.683979153633117676e-01,9.629833698272705078e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.600021839141845703e-01,9.590947031974792480e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.517433047294616699e-01,9.508748054504394531e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.563247561454772949e-01,9.555981755256652832e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.799999952316284180e+00,9.510018229484558105e-01,9.563147425651550293e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.740000009536743164e+00,3.769999980926513672e+00,9.581937193870544434e-01,9.466463923454284668e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.505481719970703125e-01,9.518451690673828125e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.634399414062500000e-01,9.628377556800842285e-01
2.000000000000000000e+00,4.000000000000000000e+00,3.829999923706054688e+00,3.839999914169311523e+00,9.463052153587341309e-01,9.453639388084411621e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.547927975654602051e-01,9.539583325386047363e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.707398414611816406e-01,9.703524708747863770e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.799999952316284180e+00,9.499926567077636719e-01,9.536942839622497559e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.552909731864929199e-01,9.539658427238464355e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.569349288940429688e-01,9.599717259407043457e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.819999933242797852e+00,9.566172957420349121e-01,9.605414271354675293e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.789999961853027344e+00,3.789999961853027344e+00,9.610683321952819824e-01,9.598765373229980469e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.641160368919372559e-01,9.631484150886535645e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.839999914169311523e+00,9.493220448493957520e-01,9.577114582061767578e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.620766639709472656e-01,9.613390564918518066e-01
2.000000000000000000e+00,4.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.691750407218933105e-01,9.689324498176574707e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.779999971389770508e+00,3.779999971389770508e+00,9.633144736289978027e-01,9.557102322578430176e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.703192710876464844e-01,9.705887436866760254e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.513216614723205566e-01,9.551853537559509277e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.690956473350524902e-01,9.691703319549560547e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.636086821556091309e-01,9.635519981384277344e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.470111727714538574e-01,9.445224404335021973e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.517784118652343750e-01,9.509035944938659668e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.564189314842224121e-01,9.528964161872863770e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.859999895095825195e+00,9.578644633293151855e-01,9.603274464607238770e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.655706882476806641e-01,9.650454521179199219e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.473681449890136719e-01,9.469035267829895020e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.625284671783447266e-01,9.641775488853454590e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.779999971389770508e+00,9.608855843544006348e-01,9.583542943000793457e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.849999904632568359e+00,9.357964992523193359e-01,9.395456910133361816e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.554713368415832520e-01,9.540665745735168457e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.541459679603576660e-01,9.536566138267517090e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.779999971389770508e+00,3.789999961853027344e+00,9.644508957862854004e-01,9.641790986061096191e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.750000000000000000e+00,3.759999990463256836e+00,9.617292881011962891e-01,9.599781036376953125e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.598165154457092285e-01,9.586837887763977051e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.809999942779541016e+00,3.819999933242797852e+00,9.437129497528076172e-01,9.436448216438293457e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.418108463287353516e-01,9.421766400337219238e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.769999980926513672e+00,9.484156966209411621e-01,9.506478905677795410e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.353781342506408691e-01,9.351360797882080078e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.819999933242797852e+00,9.553206562995910645e-01,9.594597220420837402e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.640000104904174805e+00,3.680000066757202148e+00,9.565119147300720215e-01,9.448034167289733887e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.849999904632568359e+00,9.393275380134582520e-01,9.375250339508056641e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.779999971389770508e+00,3.720000028610229492e+00,9.384219050407409668e-01,9.434081912040710449e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.799999952316284180e+00,3.809999942779541016e+00,9.480993151664733887e-01,9.461411833763122559e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.699692726135253906e-01,9.702171683311462402e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.618579745292663574e-01,9.552417397499084473e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.839999914169311523e+00,9.524345993995666504e-01,9.523805975914001465e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.646847844123840332e-01,9.638517498970031738e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.769999980926513672e+00,3.779999971389770508e+00,9.571590423583984375e-01,9.553744792938232422e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.849999904632568359e+00,9.389071464538574219e-01,9.436213970184326172e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.506255984306335449e-01,9.503770470619201660e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.425182342529296875e-01,9.433370232582092285e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.483697414398193359e-01,9.486917853355407715e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.789999961853027344e+00,9.606992602348327637e-01,9.614286422729492188e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.789999961853027344e+00,3.779999971389770508e+00,9.572644233703613281e-01,9.575858116149902344e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.809999942779541016e+00,9.421455860137939453e-01,9.449375271797180176e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.536953568458557129e-01,9.539208412170410156e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.572308659553527832e-01,9.566066861152648926e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.618768692016601562e-01,9.613559842109680176e-01
2.000000000000000000e+00,0.000000000000000000e+00,3.809999942779541016e+00,3.809999942779541016e+00,9.435778260231018066e-01,9.320054054260253906e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.650855064392089844e-01,9.640218615531921387e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.643616080284118652e-01,9.639686942100524902e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.577220082283020020e-01,9.569516181945800781e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.563138484954833984e-01,9.551582932472229004e-01
4.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.698576927185058594e-01,9.681437015533447266e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.442841410636901855e-01,9.438776969909667969e-01
4.000000000000000000e+00,4.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.398300051689147949e-01,9.443225264549255371e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.565746784210205078e-01,9.565419554710388184e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.859999895095825195e+00,9.682390689849853516e-01,9.678831696510314941e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.633002281188964844e-01,9.630456566810607910e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.650456905364990234e-01,9.645527005195617676e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.465673565864562988e-01,9.443197250366210938e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.643535614013671875e-01,9.636269211769104004e-01
0.000000000000000000e+00,2.000000000000000000e+00,3.809999942779541016e+00,3.819999933242797852e+00,9.663326144218444824e-01,9.646029472351074219e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.501073956489562988e-01,9.485311508178710938e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.799999952316284180e+00,3.809999942779541016e+00,9.719393849372863770e-01,9.707383513450622559e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.839999914169311523e+00,9.613524079322814941e-01,9.608291983604431152e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.670295119285583496e-01,9.663403034210205078e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.345045089721679688e-01,9.359870553016662598e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.631864428520202637e-01,9.634289741516113281e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.859999895095825195e+00,3.859999895095825195e+00,9.547190070152282715e-01,9.567244052886962891e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.849999904632568359e+00,9.657663702964782715e-01,9.648806452751159668e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.586553573608398438e-01,9.579060077667236328e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.819999933242797852e+00,3.819999933242797852e+00,9.718223214149475098e-01,9.714877009391784668e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.839999914169311523e+00,9.487974643707275391e-01,9.486546516418457031e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.640000104904174805e+00,3.619999885559082031e+00,9.466503262519836426e-01,9.566838145256042480e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.849999904632568359e+00,3.859999895095825195e+00,9.411808848381042480e-01,9.402132630348205566e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.839999914169311523e+00,3.829999923706054688e+00,9.510419368743896484e-01,9.551531672477722168e-01
2.000000000000000000e+00,2.000000000000000000e+00,3.829999923706054688e+00,3.829999923706054688e+00,9.620587825775146484e-01,9.645070433616638184e-01
